name,age,bp,position,height,weight,foot,growth,value,wage,release_clause,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,total_stats,base_stats,w/f,sm,a/w,d/w,ir,pac,sho,pas,dri,def,phy,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,ova
Juanjo Nieto,25,RB,RB,175.26,70.65,Right,5,2800000.0,7000,4700000.0,64,60,56,67,58.0,70,59.0,52,65,71,78,75,72.0,71,75.0,68,57.0,80,62,66,63,68.0,68.0,67.0,41,56.0,64,65,66.0,9,14,10,8,14,1883,405,4,3,High,Medium,1,76,62,65,71,65,66,8,66,66,66,69,68,68,68,69,69,69,69,69,68,68,68,69,69,67,67,67,69,69,65,65,65,69,18,71
Pol Lozano,20,CAM,CM,175.26,67.5,Right,16,800000.0,2000,1700000.0,55,42,41,68,43.0,66,50.0,38,64,68,64,64,62.0,58,71.0,57,59.0,61,48,54,53,42.0,62.0,67.0,49,64.0,53,59,58.0,8,7,8,11,14,1624,346,3,2,Medium,Low,1,64,49,62,66,52,53,14,56,56,56,61,61,61,61,61,63,63,63,63,63,63,63,63,58,58,58,58,58,57,53,53,53,57,15,63
R. Holding,24,CB,CB,187.96,80.55,Right,7,8500000.0,49000,17900000.0,52,30,75,71,27.0,62,33.0,30,61,65,56,61,58.0,70,65.0,48,77.0,64,76,27,72,77.0,40.0,57.0,38,74.0,76,78,76.0,14,11,10,14,13,1684,364,3,2,Medium,High,1,59,34,59,63,77,72,130,53,53,53,55,55,55,55,55,57,57,57,58,62,62,62,58,68,71,71,71,68,70,75,75,75,70,19,75
J. Cole,33,CAM,CAM RM RW LM,175.26,72.45,Right,0,1100000.0,15000,0.0,80,64,41,77,75.0,79,84.0,77,69,78,48,42,71.0,59,75.0,72,58.0,29,56,69,69,39.0,69.0,74.0,66,,35,34,30.0,9,6,13,16,7,1770,354,4,4,Medium,Low,2,45,68,76,77,36,52,11,64,64,64,70,69,69,69,70,71,71,71,68,66,66,66,68,52,54,54,54,52,47,46,46,46,47,15,71
A. Touba,22,LWB,LB CB,182.88,80.55,Left,7,675000.0,2000,1100000.0,62,47,47,64,53.0,65,56.0,46,60,67,78,81,61.0,52,58.0,52,77.0,71,74,54,62,56.0,52.0,60.0,54,55.0,60,60,64.0,7,7,14,9,12,1742,384,3,2,Medium,Medium,1,80,50,61,64,58,71,4,57,57,57,62,60,60,60,62,61,61,61,63,61,61,61,63,64,62,62,62,64,63,61,61,61,63,14,65
M. Maolida,21,CAM,ST LW,182.88,77.4,Right,9,1700000.0,13000,3600000.0,56,68,61,70,64.0,76,66.0,41,57,73,76,79,76.0,69,75.0,69,63.0,59,63,65,39,24.0,70.0,67.0,61,68.0,21,17,21.0,9,10,7,13,8,1693,364,3,4,Medium,Low,1,78,67,63,75,24,57,42,69,69,69,71,71,71,71,71,71,71,71,69,63,63,63,69,50,47,47,47,50,46,40,40,40,46,16,69
J. Morel,22,CDM,CDM CM,182.88,79.2,Right,13,1900000.0,500,5300000.0,50,44,65,71,38.0,52,33.0,48,72,69,67,68,64.0,68,66.0,55,66.0,80,67,51,65,68.0,62.0,65.0,51,56.0,62,68,62.0,7,13,10,9,10,1746,375,3,2,Medium,High,1,68,49,63,60,65,70,31,59,59,59,60,61,61,61,60,63,63,63,63,67,67,67,63,66,68,68,68,66,66,66,66,66,66,16,69
R. Torres,34,CB,CB,187.96,87.3,Right,0,400000.0,4000,600000.0,39,45,73,55,49.0,34,34.0,23,63,55,34,45,31.0,63,32.0,71,55.0,46,93,55,84,63.0,49.0,36.0,50,59.0,69,69,65.0,8,7,8,12,12,1527,327,3,2,Medium,Medium,1,40,53,47,41,68,78,15,55,55,55,45,49,49,49,45,47,47,47,46,53,53,53,46,55,63,63,63,55,57,69,69,69,57,16,69
J. Gutiérrez,36,CM,CM RB,182.88,72.45,Right,0,325000.0,6000,488000.0,73,55,53,72,53.0,70,54.0,52,71,72,51,65,61.0,68,46.0,72,49.0,66,75,66,61,65.0,65.0,73.0,57,78.0,68,65,63.0,6,9,16,10,10,1812,392,3,3,Medium,High,2,59,61,70,68,65,69,6,64,64,64,67,67,67,67,67,68,68,68,68,69,69,69,68,67,68,68,68,67,66,65,65,65,66,16,69
H. Ruíz Díaz,27,RB,RB CB,177.8,69.3,Right,0,575000.0,500,1200000.0,59,34,70,66,40.0,59,61.0,30,52,62,68,64,66.0,69,40.0,44,81.0,69,74,42,54,62.0,50.0,52.0,49,54.0,62,63,64.0,12,10,13,11,7,1659,355,2,2,Medium,High,1,66,39,58,60,63,69,5,55,55,55,57,56,56,56,57,57,57,57,59,59,59,59,59,64,62,62,62,64,64,65,65,65,64,17,66
W. Ndidi,23,CB,CDM CM,182.88,73.35000000000001,Right,4,36500000.0,96000,72100000.0,50,50,76,79,66.0,72,58.0,58,75,78,70,72,69.0,87,67.0,80,90.0,92,78,72,87,90.0,67.0,67.0,55,80.0,87,89,85.0,13,14,7,7,13,2120,446,4,3,Medium,High,1,71,62,68,74,87,84,437,71,71,71,69,72,72,72,69,72,72,72,71,77,77,77,71,80,83,83,83,80,81,85,85,85,81,20,84
J. Vivar,21,ST,RM RW,165.1,65.7,Left,9,1400000.0,500,3300000.0,59,74,58,57,60.0,73,44.0,35,51,68,75,76,72.0,68,73.0,66,65.0,75,72,58,52,16.0,69.0,60.0,66,66.0,49,19,18.0,5,11,12,8,7,1671,369,3,3,Medium,Medium,1,76,68,55,71,31,68,4,68,68,68,68,68,68,68,68,66,66,66,67,58,58,58,67,50,47,47,47,50,47,43,43,43,47,15,68
F. Mussis,27,CDM,CDM CM,175.26,74.25,Right,1,1800000.0,8000,2800000.0,62,51,59,71,55.0,62,63.0,65,66,67,69,66,72.0,65,75.0,75,75.0,72,76,75,80,68.0,61.0,69.0,51,72.0,67,70,69.0,11,14,14,8,14,1937,404,3,2,Medium,High,1,67,61,67,65,68,76,3,64,64,64,65,65,65,65,65,66,66,66,65,67,67,67,65,68,69,69,69,68,68,69,69,69,68,18,70
A. Uzodimma,21,CB,CDM,182.88,78.3,Right,9,130000.0,2000,286000.0,48,33,59,61,39.0,56,44.0,41,61,53,64,59,57.0,59,60.0,60,56.0,51,62,39,61,47.0,38.0,44.0,45,48.0,51,55,62.0,14,6,10,15,14,1524,323,3,2,Medium,Medium,1,61,41,53,56,53,59,3,50,50,50,51,51,51,51,51,51,51,51,53,53,53,53,53,55,55,55,55,55,55,56,56,56,55,17,56
B. Kone,19,ST,LW CM,180.34,74.25,Left,12,220000.0,500,0.0,56,67,48,50,63.0,56,60.0,50,46,64,73,66,53.0,39,65.0,75,41.0,40,57,53,33,27.0,57.0,51.0,62,49.0,26,35,35.0,5,5,11,7,13,1489,322,2,2,High,Low,1,69,65,51,58,32,47,3,60,60,60,58,58,58,58,58,56,56,56,56,49,49,49,56,45,41,41,41,45,44,39,39,39,44,11,58
R. Ledezma,18,RM,CAM,167.64000000000001,63.45,Right,13,975000.0,2000,2000000.0,63,46,50,70,53.0,67,64.0,56,70,70,76,71,82.0,56,82.0,59,52.0,57,37,46,44,48.0,53.0,67.0,54,65.0,38,48,46.0,15,14,11,11,5,1681,349,2,3,Medium,Medium,1,73,50,67,70,45,44,9,57,57,57,64,62,62,62,64,64,64,64,65,63,63,63,65,58,56,56,56,58,56,48,48,48,56,16,65
C. Gallagher,20,CAM,CAM CM,182.88,73.35000000000001,Right,13,3400000.0,29000,0.0,49,66,48,70,40.0,73,52.0,53,72,72,64,62,67.0,70,68.0,62,57.0,75,60,66,68,67.0,70.0,70.0,54,59.0,52,66,50.0,7,6,15,9,9,1789,387,2,3,Medium,Medium,1,63,64,64,72,59,65,167,65,65,65,67,69,69,69,67,70,70,70,68,70,70,70,68,63,67,67,67,63,62,61,61,61,62,15,70
Gustavo Lobateiro,20,CAM,CAM ST CF,180.34,75.60000000000001,Left,0,3500000.0,14000,6700000.0,67,67,60,77,55.0,74,50.0,44,61,68,76,77,77.0,72,65.0,63,59.0,54,70,65,44,35.0,77.0,69.0,56,69.0,28,28,29.0,8,9,8,12,15,1719,375,5,3,High,Low,1,77,65,68,72,33,60,7,69,69,69,72,71,71,71,72,72,72,72,71,65,65,65,71,55,52,52,52,55,51,46,46,46,51,18,72
E. Rashani,27,LW,LW RW,180.34,70.65,Left,0,950000.0,3000,1200000.0,65,63,53,60,57.0,69,61.0,64,50,70,81,85,80.0,62,63.0,60,59.0,75,65,58,64,43.0,69.0,66.0,53,68.0,42,32,28.0,15,6,12,12,10,1752,381,4,4,Medium,Medium,1,83,61,61,70,39,67,5,65,65,65,68,67,67,67,68,66,66,66,68,61,61,61,68,57,53,53,53,57,54,48,48,48,54,16,68
A. Poungouras,24,CB,CB,187.96,76.5,Right,6,1100000.0,500,2600000.0,31,29,67,58,41.0,44,30.0,37,56,49,62,64,56.0,67,57.0,65,73.0,67,70,48,68,70.0,32.0,42.0,41,54.0,70,72,68.0,12,7,13,8,5,1579,339,4,2,Low,Medium,1,63,41,47,49,70,69,4,50,50,50,47,48,48,48,47,49,49,49,49,53,53,53,49,60,63,63,63,60,63,68,68,68,63,15,68
D. Holmes,25,CAM,CAM CM RM,167.64000000000001,64.35000000000001,Right,3,3000000.0,18000,5900000.0,67,58,53,71,60.0,77,58.0,48,63,73,87,74,85.0,68,92.0,57,61.0,70,34,59,54,55.0,67.0,71.0,54,65.0,49,52,53.0,8,10,12,10,9,1819,382,3,3,High,Medium,1,80,58,67,77,52,48,16,64,64,64,71,69,69,69,71,71,71,71,71,68,68,68,71,64,60,60,60,64,62,54,54,54,62,16,71
B. Purrington,24,LWB,LB LWB,177.8,72.45,Left,7,950000.0,3000,1900000.0,65,47,57,62,53.0,64,48.0,39,58,64,72,69,75.0,63,75.0,51,77.0,76,69,33,53,67.0,51.0,54.0,40,54.0,62,66,62.0,15,13,11,6,10,1727,372,3,2,High,Medium,1,70,45,59,66,64,68,9,57,57,57,60,58,58,58,60,59,59,59,62,60,60,60,62,66,63,63,63,66,65,64,64,64,65,17,67
J. Scally,17,CB,RB,177.8,66.60000000000001,Right,20,70000.0,500,175000.0,38,26,43,45,20.0,53,32.0,28,25,48,62,55,57.0,46,71.0,23,58.0,50,48,28,54,47.0,47.0,35.0,39,35.0,56,52,46.0,12,7,10,10,10,1281,275,3,2,High,Medium,1,58,27,37,52,51,50,16,41,41,41,45,44,44,44,45,44,44,44,45,42,42,42,45,48,46,46,46,48,49,50,50,50,49,14,51
S. Graves,21,CB,CB,190.5,77.4,Right,9,130000.0,2000,189000.0,36,24,55,59,28.0,48,24.0,27,52,51,53,54,43.0,44,40.0,36,59.0,57,73,23,44,54.0,24.0,31.0,37,42.0,54,58,56.0,9,7,6,13,10,1289,292,3,2,Medium,Medium,1,54,27,44,48,56,63,4,41,41,41,42,41,41,41,42,43,43,43,45,47,47,47,45,52,54,54,54,52,53,56,56,56,53,13,56
J. Labadie,29,CDM,CM CAM,187.96,88.2,Right,0,240000.0,3000,420000.0,58,51,54,63,48.0,60,51.0,54,60,60,65,65,60.0,58,36.0,66,50.0,81,83,55,85,58.0,53.0,59.0,49,58.0,63,60,56.0,12,12,7,9,8,1709,380,3,2,High,High,1,65,55,60,59,60,81,8,59,59,59,59,59,59,59,59,59,59,59,61,61,61,61,61,62,63,63,63,62,61,63,63,63,61,15,61
Pedro Sánchez,33,RM,RM CAM LM,175.26,73.35000000000001,Right,0,1400000.0,6000,2200000.0,72,69,32,67,62.0,70,77.0,78,65,69,80,82,86.0,61,77.0,76,80.0,81,69,72,45,33.0,66.0,65.0,71,67.0,53,34,16.0,10,13,15,8,8,1862,397,3,3,Medium,Medium,1,81,71,68,71,38,68,3,66,66,66,70,68,68,68,70,69,69,69,70,64,64,64,70,57,54,54,54,57,53,46,46,46,53,16,71
S. Matoug,19,CAM,CAM,177.8,71.55,Right,14,325000.0,900,772000.0,59,53,44,58,47.0,61,58.0,62,52,62,62,60,57.0,56,65.0,54,45.0,50,52,49,38,43.0,55.0,57.0,49,56.0,38,44,39.0,9,9,13,9,8,1517,321,3,3,Medium,Medium,1,61,52,57,61,42,48,3,55,55,55,58,57,57,57,58,58,58,58,58,55,55,55,58,51,49,49,49,51,50,45,45,45,50,14,59
G. Nurse,21,LM,LB LWB CM,180.34,77.4,Left,11,160000.0,2000,0.0,55,52,37,54,43.0,60,55.0,38,46,55,75,72,74.0,45,71.0,59,64.0,72,65,50,46,51.0,52.0,47.0,52,47.0,52,54,50.0,6,11,6,9,9,1587,351,2,3,High,High,1,73,53,51,60,51,63,3,54,54,54,57,55,55,55,57,54,54,54,57,53,53,53,57,57,53,53,53,57,55,52,52,52,55,13,57
N. Loosli,23,CB,CB,185.42,83.25,Right,6,550000.0,3000,908000.0,37,45,70,52,31.0,52,31.0,27,50,55,70,68,60.0,59,60.0,50,74.0,69,76,43,60,60.0,26.0,30.0,36,55.0,57,67,64.0,11,8,10,7,13,1528,343,3,2,Medium,Medium,1,69,44,42,54,63,71,5,52,52,52,49,49,49,49,49,48,48,48,50,50,50,50,50,58,58,58,58,58,60,64,64,64,60,15,64
H. Ibusuki,29,ST,ST,195.57999999999998,88.2,Right,0,450000.0,2000,563000.0,44,66,73,57,71.0,58,47.0,38,34,65,47,48,29.0,63,29.0,63,29.0,48,92,53,26,13.0,60.0,32.0,58,52.0,31,21,17.0,13,13,16,11,11,1376,303,4,2,High,Low,1,48,62,45,56,27,65,6,64,64,64,55,58,58,58,55,54,54,54,54,48,48,48,54,40,39,39,39,40,39,40,40,40,39,18,64
D. Grant,20,RM,RM LM,177.8,69.3,Right,10,325000.0,500,569000.0,59,58,49,47,43.0,65,36.0,28,32,57,81,80,80.0,50,75.0,52,67.0,70,44,51,25,14.0,52.0,57.0,56,55.0,30,47,42.0,10,9,7,6,11,1490,329,2,3,Medium,Medium,1,80,54,48,64,35,48,6,56,56,56,60,58,58,58,60,57,57,57,59,50,50,50,59,50,41,41,41,50,49,40,40,40,49,13,60
M. Moya,21,RM,CAM CM,167.64000000000001,62.550000000000004,Right,11,625000.0,2000,0.0,53,53,38,64,43.0,66,55.0,52,59,65,79,76,79.0,55,79.0,64,63.0,68,39,47,38,25.0,53.0,59.0,42,47.0,41,33,38.0,14,11,7,9,10,1577,338,3,2,High,Low,1,77,53,59,67,35,47,3,57,57,57,62,61,61,61,62,62,62,62,63,57,57,57,63,52,48,48,48,52,50,41,41,41,50,16,63
B. Gürbüz,17,RM,LM,172.72,67.5,Right,21,170000.0,500,510000.0,52,39,43,46,45.0,64,47.0,47,45,63,61,69,57.0,43,78.0,61,48.0,52,44,42,40,20.0,43.0,54.0,62,48.0,27,41,42.0,13,10,7,15,8,1428,301,3,2,Medium,Low,1,65,46,49,63,33,45,4,50,50,50,54,53,53,53,54,52,52,52,54,49,49,49,54,46,42,42,42,46,44,39,39,39,44,15,55
Han Pengfei,27,CB,CB,190.5,87.3,Right,3,325000.0,2000,528000.0,41,52,62,60,42.0,56,33.0,37,62,54,42,54,58.0,60,72.0,53,61.0,82,84,51,64,61.0,48.0,54.0,42,59.0,55,62,61.0,7,12,6,6,13,1607,348,2,2,Medium,Medium,1,49,51,53,57,60,78,3,55,55,55,53,54,54,54,53,55,55,55,54,59,59,59,54,58,62,62,62,58,58,62,62,62,58,15,62
S. Ulreich,31,GK,GK,193.04,86.4,Right,0,8000000.0,54000,13200000.0,14,12,8,41,13.0,13,12.0,15,38,22,41,40,36.0,78,39.0,51,66.0,29,63,11,25,14.0,8.0,42.0,22,45.0,16,18,14.0,79,71,68,79,84,1182,421,2,1,Medium,Medium,2,79,71,68,84,40,79,173,28,28,28,27,29,29,29,27,30,30,30,29,32,32,32,29,27,31,31,31,27,26,27,27,27,26,78,79
A. Małachowski,22,CM,CM,182.88,77.4,Right,10,250000.0,1000,413000.0,57,48,56,65,46.0,55,62.0,52,62,60,64,57,60.0,50,59.0,53,57.0,65,60,47,58,53.0,51.0,60.0,48,57.0,53,59,57.0,14,7,7,8,5,1615,344,2,2,High,Medium,1,60,49,61,57,56,61,4,54,54,54,56,55,55,55,56,57,57,57,58,59,59,59,58,58,59,59,59,58,58,57,57,57,58,13,59
A. Gürleyen,21,CB,CB,193.04,89.10000000000001,Right,15,325000.0,3000,788000.0,39,27,64,53,33.0,33,31.0,32,51,43,54,55,52.0,48,50.0,62,67.0,52,79,34,80,52.0,27.0,30.0,39,43.0,53,57,54.0,7,7,5,6,9,1385,301,3,2,Medium,Medium,1,55,36,43,40,55,72,4,45,45,45,40,40,40,40,40,40,40,40,42,44,44,44,42,50,53,53,53,50,52,59,59,59,52,12,59
T. Gundelund,18,RWB,CDM RB,180.34,67.5,Right,14,400000.0,500,750000.0,51,48,45,58,35.0,60,43.0,31,55,65,70,72,68.0,54,61.0,42,71.0,74,64,41,54,58.0,49.0,52.0,33,49.0,59,57,51.0,6,10,12,11,6,1566,351,3,2,Medium,Medium,1,71,44,53,62,56,65,8,53,53,53,58,56,56,56,58,57,57,57,59,57,57,57,59,60,59,59,59,60,59,57,57,57,59,13,60
T. Smith,28,RB,RB,185.42,83.25,Right,0,2700000.0,20000,5100000.0,72,48,66,69,20.0,65,59.0,41,64,70,69,69,60.0,71,63.0,53,66.0,75,70,37,71,69.0,66.0,68.0,41,63.0,66,73,69.0,15,14,14,14,9,1796,388,3,3,Medium,Medium,1,69,46,67,66,69,71,9,61,61,61,65,64,64,64,65,65,65,65,67,67,67,67,67,70,69,69,69,70,70,69,69,69,70,19,72
H. Magnússon,27,CB,CB LB,190.5,80.55,Left,3,4300000.0,30000,7200000.0,69,45,70,72,33.0,64,73.0,65,75,57,63,74,52.0,73,55.0,66,70.0,70,76,58,70,73.0,24.0,45.0,39,66.0,76,75,72.0,10,5,5,10,10,1794,393,2,2,Medium,Medium,1,69,50,66,61,74,73,22,57,57,57,58,56,56,56,58,57,57,57,61,62,62,62,61,70,71,71,71,70,71,73,73,73,71,16,73
T. Omole,19,CB,LB CDM CB,187.96,84.15,Left,16,140000.0,5000,354000.0,42,35,53,48,28.0,42,35.0,32,41,45,68,65,55.0,45,44.0,48,58.0,67,67,31,53,51.0,36.0,44.0,40,47.0,50,57,55.0,12,14,6,13,7,1387,308,2,2,Medium,High,1,66,37,44,44,53,64,8,45,45,45,45,44,44,44,45,44,44,44,47,46,46,46,47,52,51,51,51,52,53,54,54,54,53,15,54
O. Hawsawi,34,CB,CB,185.42,75.60000000000001,Right,0,275000.0,11000,468000.0,26,20,65,62,21.0,41,30.0,26,46,45,62,61,68.0,66,43.0,40,80.0,67,84,32,73,70.0,45.0,36.0,36,60.0,61,68,64.0,10,8,7,11,10,1484,323,3,2,Medium,High,1,61,29,44,46,66,77,4,47,47,47,45,46,46,46,45,47,47,47,47,51,51,51,47,58,62,62,62,58,60,67,67,67,60,16,67
R. Palacio,38,RW,ST CAM,175.26,69.3,Right,0,2400000.0,24000,4300000.0,72,75,73,76,76.0,82,78.0,67,56,84,73,71,78.0,77,82.0,70,72.0,65,56,60,78,41.0,80.0,77.0,75,82.0,51,39,37.0,17,14,17,17,17,2003,406,3,4,High,High,2,72,71,72,82,46,63,25,75,75,75,77,77,77,77,77,77,77,77,76,70,70,70,76,62,60,60,60,62,59,56,56,56,59,23,75
Vadillo,25,RW,RM LM,180.34,69.3,Right,1,6500000.0,19000,14100000.0,72,67,55,69,48.0,81,67.0,72,61,79,85,86,88.0,66,72.0,76,69.0,60,48,67,47,39.0,68.0,67.0,71,66.0,35,26,25.0,6,7,13,10,7,1809,388,3,4,Medium,Medium,1,86,68,68,80,34,52,25,69,69,69,75,73,73,73,75,73,73,73,73,65,65,65,73,57,52,52,52,57,53,44,44,44,53,14,74
S. Lusiusz,20,CDM,CM CDM,180.34,68.4,Right,12,650000.0,2000,1000000.0,46,44,50,65,43.0,59,32.0,45,61,64,63,66,75.0,63,64.0,57,67.0,76,68,58,71,65.0,56.0,62.0,43,55.0,58,63,55.0,7,9,9,10,7,1681,366,3,2,Medium,Medium,1,65,50,57,63,60,71,4,57,57,57,59,59,59,59,59,61,61,61,60,63,63,63,60,62,64,64,64,62,61,62,62,62,61,14,63
H. Herrera,30,CM,CM,185.42,79.2,Right,0,16500000.0,62000,33800000.0,65,72,61,81,59.0,76,67.0,63,77,78,70,71,72.0,82,69.0,81,76.0,94,78,78,84,82.0,82.0,78.0,67,75.0,81,82,67.0,6,10,15,7,16,2147,458,4,3,High,High,3,71,75,75,76,78,83,83,75,75,75,76,77,77,77,76,78,78,78,77,80,80,80,77,78,81,81,81,78,77,77,77,77,77,18,81
V. Darida,29,CM,CM CAM CDM,172.72,66.60000000000001,Right,0,8500000.0,45000,14500000.0,70,67,60,77,65.0,80,78.0,69,75,79,69,64,78.0,75,85.0,75,76.0,97,48,76,56,69.0,72.0,74.0,76,79.0,72,74,65.0,16,14,16,14,14,2095,424,4,3,High,High,2,66,71,74,80,70,63,53,70,70,70,74,74,74,74,74,75,75,75,75,77,77,77,75,74,73,73,73,74,73,67,67,67,73,21,77
H. McGahey,24,CB,CB,187.96,84.15,Right,4,525000.0,4000,958000.0,33,28,65,59,27.0,46,33.0,30,55,49,71,78,45.0,55,52.0,42,80.0,70,82,27,53,61.0,35.0,44.0,43,60.0,64,65,63.0,9,11,6,13,8,1502,339,3,2,Medium,Medium,1,75,32,47,48,64,73,7,48,48,48,47,47,47,47,47,48,48,48,50,52,52,52,50,58,60,60,60,58,61,64,64,64,61,15,64
G. Correa,30,LM,LM,170.18,64.35000000000001,Left,0,725000.0,500,1600000.0,70,50,34,62,61.0,68,67.0,70,50,70,70,70,73.0,69,59.0,69,50.0,69,72,70,63,40.0,65.0,68.0,59,62.0,36,49,48.0,7,11,10,16,7,1752,373,2,3,High,Medium,1,70,60,64,69,42,68,3,61,61,61,66,65,65,65,66,66,66,66,66,62,62,62,66,59,56,56,56,59,56,51,51,51,56,17,67
T. Chacon,19,RM,CAM,165.1,57.6,Right,14,325000.0,800,691000.0,53,51,39,63,45.0,63,42.0,40,56,61,76,72,74.0,53,81.0,56,50.0,58,33,39,44,23.0,57.0,56.0,45,50.0,37,32,31.0,12,14,13,7,12,1488,317,3,2,High,Medium,1,74,49,56,64,32,42,5,54,54,54,60,58,58,58,60,59,59,59,60,55,55,55,60,49,45,45,45,49,46,38,38,38,46,16,59
J. Gaari,26,RB,RB,180.34,76.5,Right,3,600000.0,2000,915000.0,58,30,56,62,32.0,64,35.0,35,39,59,71,75,62.0,59,67.0,58,76.0,72,74,50,59,63.0,55.0,44.0,40,56.0,62,61,62.0,8,13,12,13,11,1637,359,3,2,Medium,Medium,1,73,41,51,62,61,71,6,55,55,55,57,56,56,56,57,55,55,55,58,55,55,55,58,63,59,59,59,63,63,63,63,63,63,17,65
Kenny Rocha Santos,20,CAM,CM CDM,175.26,67.5,Right,10,725000.0,1000,1400000.0,53,51,54,67,56.0,67,58.0,61,62,67,71,66,75.0,65,77.0,53,65.0,68,56,51,71,49.0,58.0,68.0,59,57.0,57,59,57.0,8,9,7,11,9,1765,369,3,3,Low,Medium,1,68,52,63,68,56,62,9,59,59,59,63,63,63,63,63,64,64,64,64,64,64,64,64,61,61,61,61,61,60,59,59,59,60,15,64
S. Edera,23,CAM,RW CF CAM,175.26,69.3,Left,9,1000000.0,11000,1900000.0,64,64,52,65,62.0,74,69.0,55,58,72,63,61,67.0,60,74.0,69,45.0,37,32,70,39,18.0,62.0,65.0,60,56.0,56,32,34.0,10,11,14,9,14,1637,337,3,3,High,Low,1,62,66,63,72,39,35,8,63,63,63,66,66,66,66,66,66,66,66,64,60,60,60,64,50,47,47,47,50,48,42,42,42,48,17,66
J. Akomadi,20,CAM,LW RW LM,180.34,74.25,Left,9,850000.0,3000,1800000.0,59,67,35,62,51.0,72,45.0,40,57,67,64,67,56.0,66,65.0,70,47.0,42,56,50,35,23.0,68.0,64.0,63,51.0,27,33,31.0,11,12,15,9,13,1542,333,4,3,High,Medium,1,66,63,59,68,29,48,3,63,63,63,65,66,66,66,65,65,65,65,64,59,59,59,64,48,46,46,46,48,45,39,39,39,45,17,65
Du Jia,27,GK,GK,185.42,74.25,Right,2,210000.0,2000,341000.0,12,14,11,35,15.0,19,19.0,20,32,18,45,55,30.0,68,53.0,39,64.0,35,58,18,41,10.0,10.0,59.0,10,57.0,16,10,10.0,59,55,52,60,63,1115,340,3,1,Medium,Medium,1,59,55,52,63,51,60,4,27,27,27,28,30,30,30,28,32,32,32,31,32,32,32,31,25,28,28,28,25,25,25,25,25,25,60,61
Victor Hugo,19,RW,CAM CF,165.1,62.550000000000004,Right,9,0.0,0,0.0,51,58,50,65,53.0,75,65.0,66,60,71,85,81,83.0,71,58.0,67,52.0,55,40,61,45,39.0,56.0,68.0,59,,25,34,23.0,13,12,12,13,8,1674,357,3,3,,,1,83,60,62,74,33,45,4,65,65,65,69,66,66,66,69,66,66,66,67,62,62,62,67,51,51,51,51,51,45,42,42,42,45,14,66
G. Simeone,21,ST,ST CF,180.34,74.25,Right,9,400000.0,2000,660000.0,38,65,65,50,44.0,53,42.0,38,41,57,62,55,65.0,62,61.0,62,69.0,67,70,59,35,25.0,61.0,57.0,66,54.0,31,25,23.0,8,7,8,14,11,1496,316,3,2,Medium,Medium,1,58,62,47,56,31,62,3,61,61,61,56,58,58,58,56,56,56,56,55,52,52,52,55,43,42,42,42,43,42,41,41,41,42,16,61
F. Stojilković,20,ST,ST,185.42,79.2,Right,17,230000.0,4000,477000.0,33,59,58,48,47.0,55,42.0,45,30,55,62,55,63.0,58,57.0,58,64.0,58,70,54,52,23.0,56.0,55.0,64,58.0,31,19,15.0,12,5,10,9,7,1429,304,4,2,High,Medium,1,58,57,43,56,27,63,8,57,57,57,54,56,56,56,54,54,54,54,52,48,48,48,52,40,39,39,39,40,38,39,39,39,38,14,57
J. Lucumí,25,RM,LM RM,177.8,74.25,Right,3,5000000.0,16000,11400000.0,66,69,32,69,55.0,78,59.0,34,64,74,79,79,82.0,69,68.0,69,51.0,70,60,67,74,26.0,69.0,66.0,56,68.0,21,23,27.0,5,13,12,9,8,1703,376,3,4,High,Medium,1,79,67,65,76,24,65,16,67,67,67,72,71,71,71,72,71,71,71,72,65,65,65,72,54,51,51,51,54,49,40,40,40,49,16,73
Marcelo Djaló,26,CB,CB,193.04,90.45,Right,4,625000.0,2000,1000000.0,35,22,64,43,25.0,45,30.0,30,45,56,49,59,47.0,57,48.0,65,75.0,56,90,19,70,62.0,28.0,28.0,32,47.0,64,66,62.0,9,13,15,11,12,1432,313,3,2,Low,Medium,1,55,31,37,49,64,77,4,46,46,46,42,43,43,43,42,41,41,41,44,45,45,45,44,54,57,57,57,54,57,65,65,65,57,16,65
U. Račić,22,CM,CM,193.04,80.55,Right,11,11000000.0,26000,25300000.0,70,66,72,77,58.0,74,70.0,55,76,79,52,64,54.0,76,52.0,75,65.0,78,75,76,69,72.0,68.0,73.0,72,70.0,73,73,71.0,11,12,9,14,7,1988,422,4,3,Medium,Medium,1,59,70,73,73,73,74,230,71,71,71,71,72,72,72,71,73,73,73,72,75,75,75,72,73,75,75,75,73,72,73,73,73,72,18,75
